item_name,info_json
Flatbreads,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""flour"", ""water"", ""yeast"", ""salt"", ""olive oil""],""Preparation Time"": 20}"
Fondant,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""sugar"", ""corn syrup"", ""water"", ""gelatin"", ""food coloring""],""Preparation Time"": 40}"
Food Gifts,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""chocolate"", ""nuts"", ""dried fruits""],""Preparation Time"": 20}"
French Onion Soups,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""Onions"", ""Beef Broth"", ""Butter"", ""Flour"", ""Wine"", ""Bay Leaves"", ""Thyme"", ""Salt"", ""Pepper"", ""Gruyère Cheese"", ""Baguette""],""Preparation Time"": 40}"
French Toast,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""eggs"", ""milk"", ""bread"", ""butter"", ""cinnamon"", ""sugar""],""Preparation Time"": 20}"
Fried Chicken,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Southern American"",""Ingredients"": [""Chicken"", ""Flour"", ""Eggs"", ""Breadcrumbs"", ""Buttermilk"", ""Salt"", ""Pepper"", ""Vegetable Oil""],""Preparation Time"": 30}"
Fried Rice,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Chinese"",""Ingredients"": [""rice"", ""vegetable oil"", ""scallions"", ""garlic"", ""eggs"", ""soy sauce"", ""oyster sauce""],""Preparation Time"": 20}"
Fries,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""potatoes"", ""vegetable oil"", ""salt""],""Preparation Time"": 20}"
Frittatas,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""eggs"", ""milk"", ""butter"", ""onions"", ""mushrooms"", ""cheese""],""Preparation Time"": 30}"
Frostings and Icings,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Western"",""Ingredients"": [""butter"", ""sugar"", ""cream"", ""vanilla"", ""food coloring""],""Preparation Time"": 20}"
Fruit Salads,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""International"",""Ingredients"": [""mixed fruits"", ""honey"", ""lemon juice""],""Preparation Time"": 20}"
Fruitcakes,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Western"",""Ingredients"": [""candied fruits"", ""nuts"", ""butter"", ""eggs"", ""flour"", ""sugar"", ""spices""],""Preparation Time"": 45}"
Fudge,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""chocolate"", ""sugar"", ""milk"", ""butter"", ""vanilla""],""Preparation Time"": 20}"
Garlic Bread,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""garlic"", ""bread"", ""butter"", ""parmesan cheese"", ""salt"", ""pepper""],""Preparation Time"": 20}"
Gazpacho,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Spanish"",""Ingredients"": [""tomatoes"", ""peppers"", ""cucumbers"", ""onions"", ""garlic"", ""bread"", ""olive oil"", ""vinegar"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Gingerbread Cookies,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""European"",""Ingredients"": [""flour"", ""butter"", ""eggs"", ""sugar"", ""ginger"", ""cinnamon"", ""baking soda"", ""salt"", ""molasses""],""Preparation Time"": 40}"
Gingersnaps,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""European"",""Ingredients"": [""Ginger"", ""Sugar"", ""Butter"", ""Flour"", ""Eggs"", ""Salt"", ""Baking Soda"", ""Spices""],""Preparation Time"": 20}"
Gluten-Free,"{""Dietary Category"": ""gluten-free"",""Specific Cuisine"": ""Global"",""Ingredients"": [""almond flour"", ""coconut flour"", ""rice flour"", ""quinoa""],""Preparation Time"": 20}"
Gnocchi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""potatoes"", ""flour"", ""eggs"", ""parmesan cheese"", ""salt""],""Preparation Time"": 30}"
Goulash,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Hungarian"",""Ingredients"": [""beef"", ""onions"", ""garlic"", ""paprika"", ""caraway seeds"", ""tomatoes"", ""potatoes"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Granola,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""oats"", ""nuts"", ""seeds"", ""honey"", ""oil""],""Preparation Time"": 20}"
Gravies,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""butter"", ""flour"", ""beef broth"", ""red wine"", ""onion"", ""mushroom""],""Preparation Time"": 30}"
Green Salads,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""lettuce"", ""spinach"", ""avocado"", ""olive oil"", ""vinegar""],""Preparation Time"": 15}"
Grits,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Southern American"",""Ingredients"": [""ground corn"", ""water"", ""salt"", ""butter"", ""cheese""],""Preparation Time"": 25}"
Ground Beef,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""beef"", ""onion"", ""garlic"", ""tomato"", ""tortilla"", ""cheese"", ""lettuce"", ""tomato""],""Preparation Time"": 30}"
Ground Chicken,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""chicken breast"", ""onion"", ""garlic"", ""cumin"", ""chili powder"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Ground Lamb,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""lamb"", ""onion"", ""garlic"", ""cumin"", ""coriander"", ""paprika"", ""salt"", ""black pepper""],""Preparation Time"": 30}"
Ground Pork,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Chinese"",""Ingredients"": [""pork"", ""salt"", ""black pepper"", ""ginger"", ""garlic"", ""soy sauce""],""Preparation Time"": 30}"
Ground Turkey,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""turkey breast"", ""onion"", ""garlic"", ""salt"", ""pepper"", ""olive oil""],""Preparation Time"": 25}"
Guacamole,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""avocado"", ""onion"", ""tomato"", ""garlic"", ""cilantro"", ""lime juice"", ""salt""],""Preparation Time"": 20}"
Gumbos,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Louisiana Creole"",""Ingredients"": [""okra"", ""rice"", ""tomatoes"", ""onions"", ""bell peppers"", ""celery"", ""andouille sausage"", ""shrimp"", ""chicken"", ""filé powder"", ""paprika"", ""cayenne pepper"", ""thyme"", ""bay leaves"", ""salt"", ""black pepper""],""Preparation Time"": 40}"
Gyros,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Greek"",""Ingredients"": [""Lamb"", ""Tomato"", ""Onion"", ""Cucumber"", ""Feta Cheese"", ""Pita Bread"", ""Tzatziki Sauce""],""Preparation Time"": 20}"
Halloween,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""pumpkin"", ""sweet potatoes"", ""cinnamon"", ""nutmeg"", ""ginger"", ""chicken broth"", ""heavy cream""],""Preparation Time"": 40}"
Hanukkah,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Jewish"",""Ingredients"": [""Potatoes"", ""Onion"", ""Egg"", ""Flour"", ""Vegetable Oil""],""Preparation Time"": 30}"
Hawaiian,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Hawaiian"",""Ingredients"": [""Pineapple"", ""Ham"", ""Bacon"", ""Rice"", ""Soy Sauce""],""Preparation Time"": 20}"
Healthy Recipes,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""quinoa"", ""broccoli"", ""spinach"", ""almonds"", ""olive oil""],""Preparation Time"": 30}"
High Fiber,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""Oats"", ""Fruits"", ""Nuts"", ""Legumes""],""Preparation Time"": 20}"
Homemade Pasta,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""flour"", ""eggs"", ""salt"", ""water"", ""olive oil""],""Preparation Time"": 40}"
Hummus,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""chickpeas"", ""tahini"", ""lemon juice"", ""garlic"", ""olive oil""],""Preparation Time"": 20}"
Hushpuppies,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Southern American"",""Ingredients"": [""cornmeal"", ""flour"", ""eggs"", ""onions"", ""butter"", ""salt"", ""pepper""],""Preparation Time"": 20}"
Ice Cream,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Western"",""Ingredients"": [""Cream"", ""Sugar"", ""Milk"", ""Flavorings""],""Preparation Time"": 20}"
Indian,"{""Dietary Category"": ""non-veg"", ""Specific Cuisine"": ""Indian"", ""Ingredients"": [""chicken"", ""onions"", ""tomatoes"", ""garam masala"", ""cumin"", ""coriander""], ""Preparation Time"": 30}"
Instant Pot,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Multi-Cuisine"",""Ingredients"": [""beans"", ""lentils"", ""vegetables"", ""spices""],""Preparation Time"": 30}"
Irish Soda Bread,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Irish"",""Ingredients"": [""buttermilk"", ""flour"", ""baking soda"", ""salt"", ""sugar""],""Preparation Time"": 40}"
Italian,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""Tomatoes"", ""Mozzarella Cheese"", ""Basil"", ""Olive Oil"", ""Salt"", ""Pepper""],""Preparation Time"": 30}"
Jalapeno Poppers,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""jalapeno peppers"", ""cream cheese"", ""shredded cheese"", ""flour"", ""eggs"", "" breadcrumbs""],""Preparation Time"": 20}"
Jambalayas,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Louisiana Creole"",""Ingredients"": [""rice"", ""sausages"", ""chicken"", ""shrimp"", ""onions"", ""bell peppers"", ""tomatoes"", ""paprika"", ""thyme"", ""cayenne pepper""],""Preparation Time"": 40}"
Jams and Jellies,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Fruits"", ""Sugar"", ""Pectin""],""Preparation Time"": 20}"
Jell-O Salads,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Jell-O"", ""whipped cream"", ""fruit"", ""nuts""],""Preparation Time"": 20}"
Jell-O Shots,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Gelatin"", ""Water"", ""Food coloring"", ""Vodka"", ""Flavored mixers""],""Preparation Time"": 20}"
Jerky,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""beef"", ""salt"", ""black pepper"", ""garlic powder"", ""onion powder""],""Preparation Time"": 30}"
Jewish,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""Matzo meal"", ""Eggs"", ""Chicken broth"", ""Onion"", ""Garlic"", ""Paprika"", ""Salt"", ""Black pepper""],""Preparation Time"": 40}"
July 4th,"{""Dietary Category"": ""non-veg"", ""Specific Cuisine"": ""American"", ""Ingredients"": [""hot dogs"", ""buns"", ""ketchup"", ""mustard"", ""relish""], ""Preparation Time"": 20}"
Kalbi,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Korean"",""Ingredients"": [""beef short ribs"", ""garlic"", ""ginger"", ""soy sauce"", ""sugar"", ""sesame oil"", ""black pepper""],""Preparation Time"": 40}"
Keto,"{""Dietary Category"": ""keto"",""Specific Cuisine"": """",""Ingredients"": [""avocado"", ""bacon"", ""eggs"", ""olive oil"", ""cheese""],""Preparation Time"": 15}"
Key Lime Pie,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""Graham cracker crust"", ""Key lime juice"", ""Egg yolks"", ""Condensed milk"", ""Whipped cream""],""Preparation Time"": 40}"
Kolache,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Czech"",""Ingredients"": [""dough"", ""meat"", ""cheese"", ""vegetables"", ""eggs"", ""milk""],""Preparation Time"": 40}"
Korean,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Korean"",""Ingredients"": [""pork"", ""kimchi"", ""gochujang"", ""soy sauce"", ""garlic"", ""ginger""],""Preparation Time"": 30}"
Kosher,"{""Dietary Category"": ""kosher"",""Specific Cuisine"": ""Jewish"",""Ingredients"": [""meat"", ""poultry"", ""fish"", ""fruits"", ""vegetables""],""Preparation Time"": 30}"
Kwanzaa,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""African"",""Ingredients"": [""sweet potatoes"", ""black-eyed peas"", ""okra"", ""chicken""],""Preparation Time"": 40}"
Labor Day,"{""Dietary Category"": ""non-veg"", ""Specific Cuisine"": ""American"", ""Ingredients"": [""grilled chicken"", ""burgers"", ""hot dogs"", ""coleslaw"", ""baked beans""], ""Preparation Time"": 30}"
Lamb,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Middle Eastern"",""Ingredients"": [""lamb"", ""onion"", ""garlic"", ""cumin"", ""coriander"", ""paprika""],""Preparation Time"": 40}"
Lasagna,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""ground beef"", ""lasagna noodles"", ""marinara sauce"", ""ricotta cheese"", ""mozzarella cheese"", ""parmesan cheese"", ""egg"", ""onion"", ""garlic"", ""basil"", ""oregano""],""Preparation Time"": 40}"
Leftovers,"{""Dietary Category"": ""varies"",""Specific Cuisine"": ""varies"",""Ingredients"": [""varies""],""Preparation Time"": 0}"
Lemon Bars,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""lemon zest"", ""lemon juice"", ""sugar"", ""eggs"", ""flour"", ""butter"", ""salt""],""Preparation Time"": 40}"
Lemonade,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""lemon"", ""sugar"", ""water"", ""ice""],""Preparation Time"": 10}"
Lent,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Indian"",""Ingredients"": [""lentils"", ""onions"", ""garlic"", ""ginger"", ""tomatoes"", ""cumin"", ""coriander"", ""turmeric"", ""red chili powder"", ""garam masala"", ""salt"", ""water""],""Preparation Time"": 30}"
Lentil Soups,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Mediterranean"",""Ingredients"": [""lentils"", ""onions"", ""carrots"", ""celery"", ""garlic"", ""tomatoes"", ""vegetable broth"", ""olive oil"", ""thyme"", ""bay leaves"", ""salt"", ""pepper""],""Preparation Time"": 40}"
Lettuce Wraps,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""lettuce"", ""tomato"", ""avocado"", ""mayonnaise"", ""cheese""],""Preparation Time"": 20}"
Linguine,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""linguine pasta"", ""olive oil"", ""garlic"", ""prawns"", ""white wine"", ""fresh parsley"", ""salt"", ""black pepper""],""Preparation Time"": 20}"
Low Calorie,"{""Dietary Category"": ""low-calorie"",""Specific Cuisine"": ""Global"",""Ingredients"": [""vegetables"", ""fruits"", ""lean protein"", ""whole grains""],""Preparation Time"": 20}"
Low Cholesterol,"{""Dietary Category"": ""Low Cholesterol"",""Specific Cuisine"": ""Global"",""Ingredients"": [""Olive Oil"", ""Garlic"", ""Lemon Juice"", ""Herbs""],""Preparation Time"": 20}"
Low Fat,"{""Dietary Category"": ""Low Fat"",""Specific Cuisine"": ""Global"",""Ingredients"": [""Vegetables"", ""Lean Protein"", ""Whole Grains"", ""Low Fat Dairy""],""Preparation Time"": 20}"
Low Glycemic Impact,"{""Dietary Category"": ""Keto"",""Specific Cuisine"": ""Global"",""Ingredients"": [""Almonds"", ""Flaxseeds"", ""Chia Seeds"", ""Protein Powder"", ""Greek Yogurt"", ""Berries""],""Preparation Time"": 20}"
Low Sodium,"{""Dietary Category"": ""low-sodium"",""Specific Cuisine"": ""Global"",""Ingredients"": [""vegetables"", ""herbs"", ""spices"", ""lean protein""],""Preparation Time"": 20}"
Lunar New Year,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Chinese"",""Ingredients"": [""pork"", ""chives"", ""soy sauce"", ""ginger"", ""garlic""],""Preparation Time"": 40}"
Lunch,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""pasta"", ""tomato sauce"", ""mozzarella cheese"", ""basil""],""Preparation Time"": 30}"
Macaroni and Cheese,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""macaroni"", ""cheese"", ""butter"", ""milk"", ""salt"", ""black pepper""],""Preparation Time"": 25}"
Macaroons,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""French"",""Ingredients"": [""coconut flakes"", ""sweetened condensed milk"", ""egg whites"", ""vanilla extract"", ""salt""],""Preparation Time"": 25}"
Main Dishes,"{""Dietary Category"": ""non-veg"", ""Specific Cuisine"": ""Italian"", ""Ingredients"": [""chicken breast"", ""onion"", ""garlic"", ""olive oil"", ""tomato sauce"", ""basil"", ""mozzarella cheese""], ""Preparation Time"": 40}"
Make-Ahead,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""olive oil"", ""onion"", ""garlic"", ""mushrooms"", ""tomato sauce"", ""pasta"", ""parmesan cheese"", ""basil""],""Preparation Time"": 30}"
Manicotti,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""pasta"", ""ground beef"", ""ricotta cheese"", ""parmesan cheese"", ""tomato sauce"", ""olive oil"", ""onion"", ""garlic"", ""salt"", ""pepper"", ""basil"", ""oregano""],""Preparation Time"": 40}"
Mardi Gras,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Louisiana Creole"",""Ingredients"": [""shrimp"", ""chicken"", ""andouille sausage"", ""onions"", ""bell peppers"", ""celery"", ""garlic"", ""paprika"", ""cayenne pepper"", ""thyme"", ""oregano"", ""bay leaves"", ""tomatoes"", ""okra"", ""filé powder"", ""rice""],""Preparation Time"": 45}"
Margaritas,"{""Dietary Category"": ""Non-Veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""Tequila"", ""Lime Juice"", ""Triple Sec"", ""Salt""],""Preparation Time"": 10}"
Mashed Potatoes,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""potatoes"", ""butter"", ""milk"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Meal Prep,"{""Dietary Category"": ""veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""quinoa"", ""broccoli"", ""sweet potatoes"", ""chicken breast"", ""olive oil"", ""salt"", ""pepper""],""Preparation Time"": 30}"
Meatballs,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Italian"",""Ingredients"": [""ground beef"", ""breadcrumbs"", ""onion"", ""garlic"", ""egg"", ""parmesan cheese"", ""salt"", ""pepper"", ""olive oil""],""Preparation Time"": 30}"
Meatloaf,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""American"",""Ingredients"": [""ground beef"", ""onion"", ""bread crumbs"", ""egg"", ""ketchup"", "" Worcestershire sauce"", ""salt"", ""pepper""],""Preparation Time"": 45}"
Mediterranean Diet,"{""Dietary Category"": ""Mediterranean"",""Specific Cuisine"": ""Mediterranean"",""Ingredients"": [""olive oil"", ""vegetables"", ""fruits"", ""whole grains"", ""legumes"", ""nuts"", ""herbs"", ""spices""],""Preparation Time"": 30}"
Mexican,"{""Dietary Category"": ""non-veg"",""Specific Cuisine"": ""Mexican"",""Ingredients"": [""Tortilla"", ""Chicken"", ""Onion"", ""Tomato"", ""Cheese"", ""Salsa""],""Preparation Time"": 30}"
